member_id,recency_purchase_days,purchase_count,total_spend,recency_call_days,call_count,avg_call_time,pickup_rate,unreachable_rate,target
C0980100100940,999.0,0,0.0,25,19,29.842105263157894,0.42105263157894735,0.5789473684210527,0
C0980100101176,999.0,0,0.0,65,24,17.291666666666668,0.20833333333333334,0.6666666666666666,1
C0980100103873,999.0,0,0.0,325,20,55.75,0.4,0.35,0
C0980100107147,999.0,0,0.0,23,15,206.06666666666666,0.4666666666666667,0.4,0
C0980100108908,999.0,0,0.0,120,7,114.0,0.8571428571428571,0.0,0
C0980100109387,999.0,0,0.0,185,14,71.35714285714286,0.5714285714285714,0.14285714285714285,0
C0980100114220,999.0,0,0.0,140,11,39.27272727272727,0.6363636363636364,0.45454545454545453,0
C0980100115814,999.0,0,0.0,141,14,47.785714285714285,0.5714285714285714,0.2857142857142857,0
C0980100117856,999.0,0,0.0,28,26,9.961538461538462,0.23076923076923078,0.5769230769230769,1
C0980100118587,999.0,0,0.0,99,15,94.66666666666667,0.4666666666666667,0.2,1
C0980100120030,999.0,0,0.0,43,19,261.94736842105266,0.6842105263157895,0.2631578947368421,1
C0980100121167,999.0,0,0.0,130,11,136.8181818181818,0.7272727272727273,0.18181818181818182,0
C0980100123420,999.0,0,0.0,211,5,119.8,0.4,0.6,0
C0980100131043,999.0,0,0.0,583,9,55.22222222222222,0.5555555555555556,0.2222222222222222,0
C0980100134532,999.0,0,0.0,528,13,29.153846153846153,0.5384615384615384,0.6923076923076923,0
C0980100135409,999.0,0,0.0,119,17,90.05882352941177,0.7647058823529411,0.058823529411764705,0
C0980100135515,999.0,0,0.0,108,17,68.41176470588235,0.8823529411764706,0.17647058823529413,1
C0980100135843,999.0,0,0.0,197,17,184.11764705882354,0.7647058823529411,0.17647058823529413,0
C0980100137762,999.0,0,0.0,386,9,88.88888888888889,0.3333333333333333,0.5555555555555556,0
C0980100141981,999.0,0,0.0,191,6,78.16666666666667,0.3333333333333333,0.6666666666666666,0
C0980100153045,999.0,0,0.0,114,12,35.833333333333336,0.25,0.8333333333333334,1
C0980100153748,999.0,0,0.0,120,18,113.38888888888889,0.8333333333333334,0.3333333333333333,1
C0980100154370,999.0,0,0.0,154,6,56.833333333333336,0.5,0.5,2
C0980100156053,999.0,0,0.0,927,5,175.2,0.6,0.2,0
C0980100157418,999.0,0,0.0,40,15,129.46666666666667,0.7333333333333333,0.06666666666666667,1
C0980100157760,999.0,0,0.0,157,16,64.25,0.8125,0.5,0
C0980100165055,999.0,0,0.0,46,22,59.81818181818182,0.5,0.2727272727272727,2
C0980100168308,999.0,0,0.0,2,45,139.24444444444444,0.4666666666666667,0.5111111111111111,2
C0980100172435,999.0,0,0.0,4,7,64.14285714285714,0.7142857142857143,0.14285714285714285,0
C0980100180553,999.0,0,0.0,120,12,45.75,0.5,0.4166666666666667,0
C0980100182915,999.0,0,0.0,562,8,77.5,0.625,0.25,0
C0980100185381,999.0,0,0.0,43,12,233.25,0.5833333333333334,0.4166666666666667,1
C0980100192600,999.0,0,0.0,66,9,149.88888888888889,0.8888888888888888,0.1111111111111111,1
C0980100204679,999.0,0,0.0,141,9,95.33333333333333,0.7777777777777778,0.0,0
C0980100208615,999.0,0,0.0,207,6,105.83333333333333,1.0,0.0,0
C0980100214227,999.0,0,0.0,11,18,273.3333333333333,0.4444444444444444,0.5,1
C0980100214654,999.0,0,0.0,189,9,105.77777777777777,0.5555555555555556,0.4444444444444444,0
C0980100224813,999.0,0,0.0,172,3,154.0,0.6666666666666666,0.0,1
C0980100225391,999.0,0,0.0,134,15,139.13333333333333,0.7333333333333333,0.4666666666666667,0
C0980100225988,999.0,0,0.0,58,12,10.5,0.08333333333333333,0.6666666666666666,2
C0980100228026,999.0,0,0.0,107,13,113.38461538461539,0.5384615384615384,0.23076923076923078,0
C0980100229405,999.0,0,0.0,11,11,191.45454545454547,0.9090909090909091,0.0,2
C0980100239978,999.0,0,0.0,395,13,82.3076923076923,0.46153846153846156,0.3076923076923077,2
C0980100240721,999.0,0,0.0,65,9,322.77777777777777,0.5555555555555556,0.1111111111111111,2
C0980100242893,999.0,0,0.0,1,16,97.125,0.6875,0.3125,0
C0980100243333,999.0,0,0.0,115,35,15.571428571428571,0.17142857142857143,0.6,2
C0980100243531,999.0,0,0.0,189,6,154.33333333333334,0.3333333333333333,0.3333333333333333,1
C0980100248598,999.0,0,0.0,110,13,35.46153846153846,0.23076923076923078,0.46153846153846156,0
C0980100255169,999.0,0,0.0,7,15,26.933333333333334,0.3333333333333333,0.6,0
C0980100264055,999.0,0,0.0,9,17,262.05882352941177,0.47058823529411764,0.47058823529411764,2
C0980100266554,999.0,0,0.0,64,10,42.3,0.7,0.4,0
C0980100268695,999.0,0,0.0,276,3,255.33333333333334,0.6666666666666666,0.0,1
C0980100272746,999.0,0,0.0,249,6,126.16666666666667,0.8333333333333334,0.0,0
C0980100281786,999.0,0,0.0,155,14,137.0,0.8571428571428571,0.21428571428571427,1
C0980100283063,999.0,0,0.0,7,53,83.05660377358491,0.8867924528301887,0.1509433962264151,1
C0980100285609,999.0,0,0.0,298,5,233.8,1.0,0.2,1
C0980100287054,999.0,0,0.0,59,32,95.15625,0.28125,0.4375,2
C0980100290177,999.0,0,0.0,197,6,51.666666666666664,0.6666666666666666,0.16666666666666666,0
C0980100290771,999.0,0,0.0,64,15,150.0,0.6,0.4,1
C0980100293529,999.0,0,0.0,134,21,31.571428571428573,0.6190476190476191,0.14285714285714285,1
C0980100506728,999.0,0,0.0,532,4,42.0,0.75,0.25,0
C0980100506880,999.0,0,0.0,2,5,397.6,0.4,0.6,0
C0980400000254,999.0,0,0.0,45,11,309.1818181818182,0.5454545454545454,0.09090909090909091,0
C0980400001015,999.0,0,0.0,107,27,418.14814814814815,0.4074074074074074,0.37037037037037035,2
C0980400001299,999.0,0,0.0,106,3,0.0,0.0,0.0,0
C0990100101199,999.0,0,0.0,45,25,233.32,0.72,0.36,1
C0990100108266,999.0,0,0.0,119,10,19.9,0.3,0.3,0
C0990100110993,999.0,0,0.0,120,25,183.04,0.72,0.4,0
C0990100113000,999.0,0,0.0,151,12,91.16666666666667,0.5833333333333334,0.5,0
C0990100115387,999.0,0,0.0,4,18,58.55555555555556,0.6111111111111112,0.1111111111111111,2
C0990100115448,999.0,0,0.0,25,47,99.72340425531915,0.6595744680851063,0.3617021276595745,1
C0990100115509,999.0,0,0.0,120,21,202.14285714285714,0.5238095238095238,0.42857142857142855,0
C0990100116063,999.0,0,0.0,8,10,2.7,0.1,0.7,0
C0990100118418,999.0,0,0.0,22,14,16.285714285714285,0.5,0.7857142857142857,0
C0990100121968,999.0,0,0.0,109,8,28.625,0.25,0.25,1
C0990100122187,999.0,0,0.0,123,5,673.8,0.6,0.0,0
C0990100126291,999.0,0,0.0,507,4,83.75,0.75,0.25,0
C0990100130472,999.0,0,0.0,3,21,31.38095238095238,0.23809523809523808,0.7619047619047619,0
C0990100137983,999.0,0,0.0,58,25,189.64,0.36,0.44,1
C0990100142901,999.0,0,0.0,116,6,77.0,0.6666666666666666,0.0,1
C0990100152634,999.0,0,0.0,249,21,88.95238095238095,0.3333333333333333,0.47619047619047616,0
C0990100152924,999.0,0,0.0,196,1,0.0,0.0,1.0,0
C0990100161001,999.0,0,0.0,8,6,153.0,0.6666666666666666,0.0,2
C0990100171314,999.0,0,0.0,93,9,68.66666666666667,0.7777777777777778,0.2222222222222222,0
C0990100172564,999.0,0,0.0,51,10,16.3,0.1,0.1,2
C0990100176180,999.0,0,0.0,23,20,339.95,0.5,0.5,0
C0990100176883,999.0,0,0.0,165,22,32.31818181818182,0.13636363636363635,0.7272727272727273,1
C0990100178757,999.0,0,0.0,1,22,46.63636363636363,0.36363636363636365,0.13636363636363635,2
C0990100182150,999.0,0,0.0,15,61,193.68852459016392,0.6229508196721312,0.3114754098360656,1
C0990100183478,999.0,0,0.0,156,7,39.42857142857143,0.5714285714285714,0.2857142857142857,1
C0990100197499,999.0,0,0.0,114,9,26.11111111111111,0.3333333333333333,0.5555555555555556,0
C0990100202971,999.0,0,0.0,154,13,26.615384615384617,0.38461538461538464,0.46153846153846156,0
C0990100206832,999.0,0,0.0,348,12,215.16666666666666,0.8333333333333334,0.4166666666666667,1
C0990100207228,999.0,0,0.0,0,28,50.214285714285715,0.17857142857142858,0.8571428571428571,0
C0990100207235,999.0,0,0.0,219,6,58.333333333333336,0.5,0.5,0
C0990100208102,999.0,0,0.0,43,19,32.68421052631579,0.5263157894736842,0.2631578947368421,0
C0990100208171,999.0,0,0.0,100,18,304.3333333333333,0.8333333333333334,0.05555555555555555,2
C0990100211218,999.0,0,0.0,79,6,175.0,0.8333333333333334,0.16666666666666666,1
C0990100213359,999.0,0,0.0,473,9,75.55555555555556,0.4444444444444444,0.5555555555555556,0
C0990100217425,999.0,0,0.0,30,22,50.5,0.6818181818181818,0.22727272727272727,2
C0990100218279,999.0,0,0.0,211,2,0.0,0.0,1.0,0
C0990100218286,999.0,0,0.0,10,9,47.77777777777778,0.6666666666666666,0.1111111111111111,0
C0990100232541,999.0,0,0.0,191,5,104.4,0.6,0.0,0
C0990100232671,999.0,0,0.0,18,36,166.75,0.5,0.3055555555555556,2
C0990100239298,999.0,0,0.0,22,14,20.357142857142858,0.2857142857142857,0.9285714285714286,0
C0990100243196,999.0,0,0.0,43,12,25.583333333333332,0.5,0.25,0
C0990100246050,999.0,0,0.0,218,5,64.6,0.8,0.0,0
C0990100246968,999.0,0,0.0,43,53,41.22641509433962,0.2641509433962264,0.8301886792452831,0
C0990100248405,999.0,0,0.0,11,49,15.73469387755102,0.16326530612244897,0.7346938775510204,0
C0990100268793,999.0,0,0.0,149,11,102.9090909090909,0.5454545454545454,0.2727272727272727,1
C0990100274107,999.0,0,0.0,211,12,11.083333333333334,0.16666666666666666,0.75,0
C0990100279904,999.0,0,0.0,23,15,46.53333333333333,0.6666666666666666,0.3333333333333333,1
C0990100281341,999.0,0,0.0,51,6,190.33333333333334,0.5,0.3333333333333333,1
C0990100281457,999.0,0,0.0,8,32,195.0625,0.59375,0.34375,2
C0990100282256,999.0,0,0.0,499,14,85.28571428571429,0.9285714285714286,0.07142857142857142,0
C0990100283123,999.0,0,0.0,8,16,26.75,0.375,0.375,1
C0990100283659,999.0,0,0.0,31,20,92.45,0.7,0.2,0
C0990100285820,999.0,0,0.0,199,22,358.3636363636364,0.7727272727272727,0.045454545454545456,0
C0990100286162,999.0,0,0.0,87,10,158.6,0.9,0.2,0
C0990100287831,999.0,0,0.0,47,39,113.48717948717949,0.6923076923076923,0.23076923076923078,1
C0990100302169,999.0,0,0.0,44,42,36.30952380952381,0.2857142857142857,0.6428571428571429,1
C0990100302480,999.0,0,0.0,4,16,284.75,0.6875,0.375,1
C0990100303715,999.0,0,0.0,37,10,41.8,0.8,0.0,0
C0990100304613,999.0,0,0.0,149,13,97.0,0.38461538461538464,0.46153846153846156,0
C0990100310256,999.0,0,0.0,91,25,136.0,0.4,0.12,2
C0990100315596,999.0,0,0.0,205,13,72.46153846153847,0.46153846153846156,0.6923076923076923,0
C0990100317569,999.0,0,0.0,2,22,214.0909090909091,0.2727272727272727,0.5,0
C0990100321405,999.0,0,0.0,211,9,16.555555555555557,0.3333333333333333,0.4444444444444444,0
C0990100331251,999.0,0,0.0,50,15,210.33333333333334,0.6666666666666666,0.06666666666666667,1
C0990100332104,999.0,0,0.0,37,99,218.33333333333334,0.3939393939393939,0.37373737373737376,2
C0990100332579,999.0,0,0.0,53,31,148.74193548387098,0.7096774193548387,0.03225806451612903,2
C0990100336713,999.0,0,0.0,116,10,128.1,0.6,0.1,2
C0990100339134,999.0,0,0.0,45,25,229.88,0.56,0.36,1
C0990100340628,999.0,0,0.0,18,17,47.05882352941177,0.23529411764705882,0.7058823529411765,0
C0990100347122,999.0,0,0.0,120,14,82.78571428571429,0.5,0.42857142857142855,0
C0990100349355,999.0,0,0.0,189,29,19.448275862068964,0.1724137931034483,0.7586206896551724,0
C0990100353529,999.0,0,0.0,704,1,0.0,0.0,1.0,0
C0990100355516,999.0,0,0.0,122,6,125.83333333333333,0.6666666666666666,0.3333333333333333,0
C0990100355585,999.0,0,0.0,77,7,26.285714285714285,0.2857142857142857,0.0,0
C0990100360107,999.0,0,0.0,87,7,406.0,0.42857142857142855,0.2857142857142857,0
C0990100365287,999.0,0,0.0,389,14,78.57142857142857,0.5714285714285714,0.07142857142857142,0
C0990100366253,999.0,0,0.0,137,27,61.370370370370374,0.4444444444444444,0.5925925925925926,0
C0990100366529,999.0,0,0.0,152,8,200.25,0.5,0.0,1
C0990100367380,999.0,0,0.0,205,13,501.0769230769231,0.38461538461538464,0.46153846153846156,0
C0990100368240,999.0,0,0.0,2,21,121.66666666666667,0.38095238095238093,0.5238095238095238,1
C0990100369421,999.0,0,0.0,142,17,76.47058823529412,0.17647058823529413,0.7058823529411765,0
C0990100377815,999.0,0,0.0,58,16,85.0625,0.5625,0.3125,0
C0990100380266,999.0,0,0.0,64,10,209.8,0.5,0.0,1
C0990100382338,999.0,0,0.0,4,20,46.8,0.7,0.0,1
C0990100382802,999.0,0,0.0,57,6,120.83333333333333,0.6666666666666666,0.0,2
C0990100387166,999.0,0,0.0,40,15,56.0,0.4,0.4666666666666667,0
C0990100388200,999.0,0,0.0,88,19,136.0,0.5789473684210527,0.3684210526315789,2
C0990100396397,999.0,0,0.0,30,45,41.46666666666667,0.3333333333333333,0.7333333333333333,1
C0990100409035,999.0,0,0.0,46,16,111.875,0.6875,0.0,1
C0990100412905,999.0,0,0.0,183,8,19.875,0.625,0.5,0
C0990100415685,999.0,0,0.0,120,7,102.42857142857143,0.8571428571428571,0.0,0
C0990100416699,999.0,0,0.0,47,19,273.2105263157895,0.6842105263157895,0.15789473684210525,2
C0990100416941,999.0,0,0.0,64,13,16.76923076923077,0.38461538461538464,0.3076923076923077,1
C0990100418471,999.0,0,0.0,43,11,42.36363636363637,0.36363636363636365,0.45454545454545453,0
C0990100419485,999.0,0,0.0,141,10,16.8,0.1,0.8,0
C0990100426919,999.0,0,0.0,107,21,59.333333333333336,0.6190476190476191,0.14285714285714285,1
C0990100428098,999.0,0,0.0,3,11,158.9090909090909,0.6363636363636364,0.2727272727272727,2
C0990100428647,999.0,0,0.0,156,35,211.22857142857143,0.37142857142857144,0.6285714285714286,1
C0990100428999,999.0,0,0.0,94,16,83.0,0.4375,0.4375,1
C0990100430824,999.0,0,0.0,117,9,30.444444444444443,0.5555555555555556,0.3333333333333333,0
C0990100434389,999.0,0,0.0,325,8,36.875,0.25,0.375,0
C0990100437304,999.0,0,0.0,120,5,65.8,0.6,0.2,1
C0990100440656,999.0,0,0.0,30,19,115.36842105263158,0.5263157894736842,0.21052631578947367,2
C0990100441165,999.0,0,0.0,141,6,65.66666666666667,1.0,0.16666666666666666,0
C0990100441417,999.0,0,0.0,11,21,230.47619047619048,0.47619047619047616,0.47619047619047616,2
C0990100442070,999.0,0,0.0,199,7,165.14285714285714,0.7142857142857143,0.14285714285714285,0
C0990100442155,999.0,0,0.0,87,8,15.0,0.375,0.0,1
C0990100447396,999.0,0,0.0,43,46,115.26086956521739,0.6521739130434783,0.15217391304347827,1
C0990100450518,999.0,0,0.0,108,17,93.05882352941177,0.5882352941176471,0.0,1
C0990100453182,999.0,0,0.0,289,5,105.2,0.6,0.2,0
C0990100455094,999.0,0,0.0,68,16,77.375,0.875,0.0625,1
C0990100458057,999.0,0,0.0,179,7,46.714285714285715,0.42857142857142855,0.42857142857142855,1
C0990100462528,999.0,0,0.0,38,29,12.275862068965518,0.13793103448275862,0.6206896551724138,2
C0990100466588,999.0,0,0.0,58,24,200.875,0.5833333333333334,0.4166666666666667,1
C0990100481208,999.0,0,0.0,2,12,114.0,0.6666666666666666,0.4166666666666667,0
C0990100484186,999.0,0,0.0,78,8,47.625,0.625,0.375,0
C0990100484506,999.0,0,0.0,107,11,251.8181818181818,0.45454545454545453,0.18181818181818182,2
C0990100485251,999.0,0,0.0,158,38,10.68421052631579,0.13157894736842105,0.868421052631579,0
C0990100486401,999.0,0,0.0,114,5,118.0,0.4,0.2,0
C0990100487651,999.0,0,0.0,206,25,55.48,0.68,0.2,1
C0990100489945,999.0,0,0.0,189,15,406.53333333333336,0.7333333333333333,0.2,0
C0990100493522,999.0,0,0.0,285,9,58.666666666666664,0.5555555555555556,0.2222222222222222,0
C0990100512667,999.0,0,0.0,61,13,245.84615384615384,0.46153846153846156,0.15384615384615385,1
C0990100522079,999.0,0,0.0,32,10,191.8,0.9,0.0,1
C0990100529078,999.0,0,0.0,37,14,53.5,0.7142857142857143,0.2857142857142857,0
C0990100536793,999.0,0,0.0,620,2,30.5,0.5,0.5,0
C0990100545023,999.0,0,0.0,24,42,52.595238095238095,0.5,0.3333333333333333,2
C0990100548048,999.0,0,0.0,155,12,42.666666666666664,0.5833333333333334,0.08333333333333333,1
C0990100549670,999.0,0,0.0,141,31,10.258064516129032,0.1935483870967742,0.7419354838709677,0
C0990100551772,999.0,0,0.0,198,11,44.45454545454545,0.8181818181818182,0.0,0
C0990100552816,999.0,0,0.0,7,7,168.85714285714286,0.5714285714285714,0.2857142857142857,0
C0990100555541,999.0,0,0.0,119,23,470.95652173913044,0.43478260869565216,0.43478260869565216,0
C0990100560316,999.0,0,0.0,43,31,83.7741935483871,0.4838709677419355,0.5806451612903226,0
C0990100561405,999.0,0,0.0,57,9,230.44444444444446,0.5555555555555556,0.1111111111111111,1
C0990100561641,999.0,0,0.0,192,9,125.88888888888889,0.7777777777777778,0.2222222222222222,1
C0990100565403,999.0,0,0.0,38,19,149.42105263157896,0.47368421052631576,0.3157894736842105,1
C0990100565700,999.0,0,0.0,4,25,198.72,0.64,0.28,2
C0990100566554,999.0,0,0.0,205,9,66.77777777777777,0.7777777777777778,0.0,0
C0990100567162,999.0,0,0.0,61,13,46.61538461538461,0.46153846153846156,0.23076923076923078,1
C0990100571572,999.0,0,0.0,611,4,38.5,0.5,0.25,0
C0990100573439,999.0,0,0.0,161,6,87.5,0.3333333333333333,0.5,1
C0990100574603,999.0,0,0.0,2,20,123.1,0.6,0.05,2
C0990100575280,999.0,0,0.0,51,19,73.3157894736842,0.7894736842105263,0.10526315789473684,1
C0990100575846,999.0,0,0.0,45,29,95.27586206896552,0.41379310344827586,0.27586206896551724,2
C0990100575945,999.0,0,0.0,283,16,50.9375,0.5625,0.375,0
C0990100576591,999.0,0,0.0,4,7,104.14285714285714,1.0,0.0,0
C0990100580253,999.0,0,0.0,276,6,22.166666666666668,0.3333333333333333,0.3333333333333333,0
C0990100580888,999.0,0,0.0,89,27,38.18518518518518,0.7407407407407407,0.4074074074074074,0
C0990100583889,999.0,0,0.0,108,23,141.6086956521739,0.30434782608695654,0.6521739130434783,0
C0990100587368,999.0,0,0.0,71,33,521.5757575757576,0.5151515151515151,0.15151515151515152,2
C0990100588327,999.0,0,0.0,677,2,129.0,1.0,0.0,0
C0990100589348,999.0,0,0.0,21,22,115.72727272727273,0.4090909090909091,0.22727272727272727,2
C0990100598302,999.0,0,0.0,158,27,570.5555555555555,0.9259259259259259,0.07407407407407407,1
C0990100602054,999.0,0,0.0,247,8,309.625,0.375,0.125,1
C0990100603006,999.0,0,0.0,52,40,89.725,0.375,0.375,2
C0990100603808,999.0,0,0.0,44,6,35.833333333333336,0.16666666666666666,0.5,1
C0990100606861,999.0,0,0.0,127,30,104.26666666666667,0.5333333333333333,0.36666666666666664,1
C0990100607806,999.0,0,0.0,254,5,6.0,0.2,0.4,1
C0990100613753,999.0,0,0.0,141,11,23.09090909090909,0.45454545454545453,0.2727272727272727,0
C0990100627729,999.0,0,0.0,52,22,81.31818181818181,0.5454545454545454,0.3181818181818182,1
C0990100630019,999.0,0,0.0,4,5,63.2,0.4,0.8,0
C0990100630385,999.0,0,0.0,872,5,264.8,0.6,0.0,0
C0990100630392,999.0,0,0.0,141,34,22.558823529411764,0.4117647058823529,0.7058823529411765,1
C0990100630415,999.0,0,0.0,119,5,74.8,0.6,0.2,0
C0990100631306,999.0,0,0.0,107,11,16.181818181818183,0.2727272727272727,0.2727272727272727,1
C0990100632792,999.0,0,0.0,4,11,151.1818181818182,0.6363636363636364,0.09090909090909091,0
C0990100633584,999.0,0,0.0,298,3,242.66666666666666,1.0,0.3333333333333333,0
C0990100634635,999.0,0,0.0,7,11,31.90909090909091,0.2727272727272727,0.45454545454545453,0
C0990100643286,999.0,0,0.0,105,7,83.71428571428571,1.0,0.0,0
C0990100646836,999.0,0,0.0,7,8,96.5,0.875,0.125,0
C0990100647000,999.0,0,0.0,218,9,52.22222222222222,0.4444444444444444,0.8888888888888888,0
C0990100651533,999.0,0,0.0,17,12,79.91666666666667,0.75,0.16666666666666666,1
C0990100652691,999.0,0,0.0,59,11,165.8181818181818,0.7272727272727273,0.36363636363636365,0
C0990100655593,999.0,0,0.0,25,27,145.92592592592592,0.5925925925925926,0.18518518518518517,1
C0990100655753,999.0,0,0.0,39,8,106.875,0.5,0.0,1
C0990100655845,999.0,0,0.0,58,15,99.46666666666667,0.6,0.2,1
C0990100656842,999.0,0,0.0,183,39,23.871794871794872,0.41025641025641024,0.6153846153846154,0
C0990100658099,999.0,0,0.0,61,22,46.59090909090909,0.5454545454545454,0.45454545454545453,1
C0990100658587,999.0,0,0.0,25,20,54.15,0.7,0.45,1
C0990100665899,999.0,0,0.0,17,17,227.7058823529412,0.7058823529411765,0.17647058823529413,1
C0990100672804,999.0,0,0.0,1,11,21.727272727272727,0.45454545454545453,0.6363636363636364,0
C0990100673689,999.0,0,0.0,155,27,263.9259259259259,0.2962962962962963,0.6666666666666666,0
C0990100680472,999.0,0,0.0,4,13,88.76923076923077,0.7692307692307693,0.07692307692307693,2
C0990100683213,999.0,0,0.0,120,11,62.45454545454545,0.36363636363636365,0.45454545454545453,0
C0990100689925,999.0,0,0.0,64,19,56.21052631578947,0.42105263157894735,0.3684210526315789,0
C0990100690389,999.0,0,0.0,57,17,130.64705882352942,0.47058823529411764,0.5294117647058824,0
C0990100692642,999.0,0,0.0,65,32,71.84375,0.46875,0.34375,2
C0990100695827,999.0,0,0.0,45,8,268.5,0.5,0.5,2
C0990100705366,999.0,0,0.0,30,31,61.61290322580645,0.4838709677419355,0.25806451612903225,2
C0990100705700,999.0,0,0.0,144,33,8.666666666666666,0.21212121212121213,0.8181818181818182,0
C0990100706097,999.0,0,0.0,31,17,15.058823529411764,0.29411764705882354,0.5294117647058824,0
C0990100706455,999.0,0,0.0,154,22,53.90909090909091,0.5454545454545454,0.36363636363636365,1
C0990100714788,999.0,0,0.0,107,7,44.42857142857143,0.7142857142857143,0.0,0
C0990100721236,999.0,0,0.0,205,9,139.55555555555554,0.7777777777777778,0.0,0
C0990100727818,999.0,0,0.0,36,32,81.125,0.46875,0.40625,1
C0990100744433,999.0,0,0.0,275,5,85.4,0.8,0.2,0
C0990100751042,999.0,0,0.0,21,8,79.625,0.875,0.0,0
C0990100757303,999.0,0,0.0,44,15,41.266666666666666,0.3333333333333333,0.6666666666666666,0
C0990100760877,999.0,0,0.0,107,9,76.44444444444444,0.6666666666666666,0.1111111111111111,1
C0990100764196,999.0,0,0.0,45,26,65.0,0.5769230769230769,0.07692307692307693,2
C0990100766817,999.0,0,0.0,733,6,18.5,0.16666666666666666,0.5,0
C0990100779718,999.0,0,0.0,218,6,180.0,0.6666666666666666,0.0,1
C0990100788116,999.0,0,0.0,3,21,78.9047619047619,0.47619047619047616,0.42857142857142855,1
C0990100793561,999.0,0,0.0,40,10,102.6,0.4,0.5,0
C0990100793738,999.0,0,0.0,395,11,74.36363636363636,0.7272727272727273,0.09090909090909091,0
C0990100795756,999.0,0,0.0,381,1,0.0,0.0,1.0,0
C0990100800719,999.0,0,0.0,25,22,81.5909090909091,0.4090909090909091,0.5454545454545454,0
C0990100801679,999.0,0,0.0,4,20,80.3,0.75,0.2,2
C0990100801990,999.0,0,0.0,249,13,198.30769230769232,0.6923076923076923,0.38461538461538464,1
C0990100804069,999.0,0,0.0,120,16,38.125,0.3125,0.625,0
C0990100814167,999.0,0,0.0,38,75,232.90666666666667,0.6,0.2,2
C0990100830570,999.0,0,0.0,25,16,76.25,0.625,0.1875,0
C0990100831386,999.0,0,0.0,1,19,172.05263157894737,0.5263157894736842,0.10526315789473684,2
C0990100842863,999.0,0,0.0,231,3,469.3333333333333,1.0,0.0,1
C0990100844430,999.0,0,0.0,9,16,26.375,0.5625,0.3125,1
C0990100847875,999.0,0,0.0,120,6,68.66666666666667,0.3333333333333333,0.5,0
C0990100852602,999.0,0,0.0,117,22,108.54545454545455,0.36363636363636365,0.5909090909090909,0
C0990100853005,999.0,0,0.0,410,6,24.666666666666668,0.5,0.6666666666666666,0
C0990100864148,999.0,0,0.0,12,41,121.60975609756098,0.5609756097560976,0.17073170731707318,2
C0990100869044,999.0,0,0.0,205,33,25.454545454545453,0.42424242424242425,0.7575757575757576,0
